index,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
48,0.514847,0.38253322,0.5266803,0.43342713,0.5904718,0.36791193,0.6064005,0.43952468,0.62062126,0.372045,0.6309353,0.4312101,0.6510274,0.3827224,0.6524725,0.4161229,0.7402458,0.36887962,0.7392141,0.45322642,0.8290636,0.33563957,0.85790455,0.46510693
49,0.5160465,0.37879956,0.52888644,0.4203343,0.5755243,0.38360128,0.5996768,0.43348032,0.5860921,0.40884277,0.5871209,0.4349124,0.6540686,0.37051213,0.6607661,0.4045519,0.7336358,0.36921287,0.741926,0.4453891,0.82024294,0.34522232,0.86217004,0.46562722
50,0.49167958,0.36830246,0.5129594,0.3990383,0.5667445,0.37673786,0.6113117,0.4093968,0.5551761,0.40212747,0.56866217,0.43063274,0.63691264,0.34341818,0.641357,0.37082908,0.72932535,0.3699646,0.7379632,0.416298,0.8325541,0.3538613,0.85515803,0.45668954
51,0.4731804,0.35479867,0.4928493,0.36452588,0.514578,0.38513476,0.5806963,0.37246433,0.5148086,0.4173081,0.57975966,0.4107845,0.6108491,0.31368616,0.61254084,0.32190946,0.7029203,0.3516166,0.7075309,0.37737417,0.82935596,0.34264928,0.83494365,0.3617589
52,0.48143503,0.3486957,0.48140517,0.34384125,0.51810586,0.38005725,0.56377405,0.3461409,0.52674276,0.41186225,0.57285166,0.38716662,0.6039832,0.30018356,0.6019774,0.2943812,0.704934,0.33794662,0.711396,0.33962882,0.81117797,0.30179083,0.82052606,0.2985252
53,0.50342107,0.33883047,0.4964268,0.31529844,0.52533525,0.3595014,0.5672598,0.30759302,0.54094964,0.38572237,0.58575654,0.3461782,0.6164108,0.28432444,0.6127398,0.27461496,0.7165255,0.30769485,0.73150015,0.31832442,0.7958106,0.25152206,0.83446586,0.27718872
54,0.5190485,0.31801447,0.50765985,0.29188552,0.555018,0.35146055,0.56087375,0.265397,0.58140737,0.38612378,0.6017275,0.27831474,0.6230618,0.26173502,0.6190221,0.25332606,0.7157763,0.2653127,0.72428846,0.30573517,0.7835783,0.22233194,0.8393632,0.27591625
55,0.5023691,0.29455885,0.5098006,0.27307197,0.53435653,0.30446365,0.5915612,0.25367454,0.56688035,0.32822484,0.65276563,0.27572337,0.6138969,0.25293088,0.6159892,0.24325189,0.7023411,0.25467572,0.7210139,0.29558825,0.7816295,0.21191081,0.8412525,0.27425444
56,0.44278863,0.24918324,0.5054622,0.28827435,0.4846252,0.21260782,0.58844185,0.2946559,0.48969346,0.24007374,0.62650764,0.32366058,0.6001026,0.23354161,0.6108816,0.25934234,0.6870651,0.24235718,0.71742815,0.28143758,0.7867027,0.20765851,0.8356552,0.2752681
57,0.44035777,0.23206958,0.44841945,0.279734,0.50742227,0.21106301,0.46122,0.29881066,0.4651079,0.22000866,0.38354135,0.29998994,0.5874557,0.23388824,0.5887418,0.26524904,0.68584603,0.22376761,0.70937943,0.27616802,0.7879042,0.21016017,0.8157259,0.27833864
58,0.43111774,0.2378621,0.421628,0.27836925,0.51442134,0.2169096,0.4694838,0.25226092,0.45146385,0.21775183,0.44479358,0.22198947,0.5741765,0.24251005,0.575909,0.27270016,0.6812863,0.22474419,0.6917623,0.28107148,0.78267384,0.21287213,0.8017695,0.28847742
59,0.4311077,0.2414957,0.4210551,0.2749443,0.51911026,0.22476053,0.47564846,0.2577642,0.46217373,0.20957226,0.4459184,0.23074499,0.56695086,0.25009435,0.56706333,0.2789457,0.6824241,0.2276233,0.69436413,0.2890637,0.78341573,0.2133202,0.7887877,0.3083625
60,0.4418394,0.24009472,0.43497518,0.28234857,0.5367957,0.24017638,0.4996931,0.26526454,0.4939006,0.21182963,0.44558686,0.23446344,0.5784821,0.2546534,0.5793807,0.28517318,0.6813579,0.22902155,0.6966567,0.30268458,0.78016114,0.21526657,0.78011745,0.33065903
61,0.45767564,0.25482187,0.45287716,0.29209337,0.53892565,0.25036713,0.51933813,0.26585484,0.51085234,0.22442296,0.51003337,0.22887465,0.5911288,0.2781488,0.5898863,0.2819087,0.69616413,0.31132713,0.68641824,0.23400982,0.7805804,0.34301803,0.7812862,0.21751782
62,0.4640413,0.26748374,0.45948902,0.31536698,0.5429134,0.25968418,0.52762127,0.31773585,0.53707075,0.26661903,0.5479003,0.30352768,0.6003447,0.28195998,0.600334,0.31284535,0.6886025,0.24771594,0.6871807,0.32047847,0.77858496,0.3530543,0.7690489,0.34965765
63,0.47009382,0.28406143,0.45973945,0.33672076,0.5550722,0.26799336,0.5266325,0.35990742,0.5205354,0.2705209,0.5354797,0.33406386,0.6029212,0.30082896,0.6012019,0.33352286,0.6796695,0.26197335,0.6954407,0.33587188,0.7997288,0.249346,0.792249,0.3554877
64,0.45060417,0.2884146,0.44904116,0.34370044,0.5280413,0.27466694,0.52175987,0.36326542,0.53277916,0.29147857,0.5406946,0.3421289,0.59136194,0.30450487,0.5880306,0.337881,0.68952394,0.28446406,0.68564856,0.3492531,0.79469174,0.2952322,0.7784966,0.35965884
65,0.45601758,0.29113773,0.45523888,0.34729725,0.5360913,0.28044885,0.53157705,0.36302564,0.5411384,0.2912502,0.54700863,0.3485713,0.5960499,0.30776513,0.59089226,0.34062117,0.7134931,0.30698937,0.698661,0.36180744,0.818476,0.31999004,0.7919411,0.37581098
66,0.46449766,0.3006499,0.4601591,0.35723504,0.5488681,0.29187524,0.53898615,0.37134537,0.5413056,0.30213714,0.55146927,0.36195266,0.60390043,0.31505045,0.6007216,0.34963423,0.7140811,0.31624848,0.6995672,0.37507,0.8234176,0.3231037,0.80948734,0.39659202
67,0.4423019,0.31254816,0.44246617,0.3685961,0.52467513,0.30152142,0.5188429,0.38380086,0.5268912,0.31010202,0.5465874,0.369768,0.5896257,0.3228049,0.5844884,0.35872743,0.70783013,0.32242194,0.69758826,0.38685545,0.8247902,0.32281977,0.81142116,0.40820763
68,0.4475104,0.32145512,0.44465485,0.3827841,0.5274099,0.3116306,0.52024215,0.3962733,0.5232998,0.32387164,0.5420323,0.38682485,0.585763,0.3351668,0.5813551,0.36655512,0.7181698,0.3257802,0.6962496,0.39773223,0.8342623,0.3180302,0.81861734,0.41994807
69,0.48307192,0.34349212,0.48944172,0.39888683,0.55306965,0.32870498,0.56703544,0.41019416,0.5769676,0.34208402,0.58620304,0.39920583,0.6168668,0.34821746,0.6165599,0.38270646,0.7391791,0.33748758,0.7316806,0.4170347,0.8511542,0.31482136,0.85083133,0.4240083
70,0.5018898,0.36555138,0.5055153,0.41886985,0.5758913,0.35708123,0.5870592,0.42407227,0.61599416,0.36823598,0.6014724,0.41398144,0.6347706,0.36566865,0.6384768,0.39600903,0.7412944,0.36086184,0.74377906,0.43428525,0.8324564,0.3212532,0.860176,0.42560315
71,0.49040443,0.39004278,0.5014063,0.43088713,0.5567381,0.40208036,0.5863811,0.43555468,0.5673746,0.42800155,0.57446957,0.44841224,0.6322872,0.377783,0.63611716,0.401007,0.73478144,0.39503327,0.73599714,0.43955293,0.8063975,0.34107417,0.86717653,0.42740202
72,0.47004014,0.41392052,0.47787893,0.43930948,0.54027337,0.4318043,0.5695516,0.44770098,0.52219814,0.47414702,0.57067657,0.47826952,0.607827,0.3876795,0.61426026,0.40696535,0.7137496,0.42020833,0.7259153,0.44128546,0.8226265,0.3840692,0.86424124,0.42580813
73,0.4575761,0.43378854,0.46769693,0.43934402,0.50624037,0.46519148,0.5534413,0.4580978,0.4928871,0.5010356,0.5364714,0.50033754,0.6059685,0.39520812,0.6098458,0.4134411,0.72324365,0.42224738,0.7110687,0.45760196,0.8173102,0.385345,0.8366314,0.4335851
74,0.46273187,0.464894,0.4667541,0.44454005,0.4855221,0.48862663,0.5241522,0.443743,0.5010232,0.5140661,0.53788346,0.4791721,0.6007327,0.4203025,0.5990301,0.4148643,0.70751816,0.44774058,0.7019993,0.4640941,0.7927276,0.3925345,0.82902783,0.46383077
75,0.47911635,0.4883678,0.4779664,0.45743486,0.5004856,0.51989293,0.53691554,0.4437212,0.51039016,0.5553471,0.55754036,0.47209653,0.60603005,0.44065127,0.6051289,0.4287814,0.7043549,0.47372478,0.70780593,0.482269,0.7763468,0.4324051,0.8301454,0.46663475
76,0.49021834,0.4996147,0.4808081,0.46420676,0.5088129,0.5295234,0.5352213,0.44693688,0.52089757,0.5655632,0.56360745,0.45747882,0.6051023,0.4531558,0.600857,0.43817037,0.6982227,0.48808712,0.70399535,0.48824993,0.7784369,0.46990085,0.8093821,0.4676033
77,0.4593271,0.48580125,0.46008605,0.47771743,0.50595164,0.48802477,0.5556336,0.46817037,0.5131689,0.5124839,0.6002789,0.49416068,0.5867715,0.4594635,0.58880264,0.45300302,0.6737766,0.49192393,0.6941089,0.4918606,0.7671971,0.4709676,0.80653,0.47040582
78,0.41687408,0.45988357,0.43795964,0.50778645,0.48441726,0.43446323,0.48963654,0.5344165,0.4624991,0.4345267,0.47402352,0.5697724,0.5599389,0.4632444,0.56225115,0.4869298,0.65832955,0.47636706,0.670611,0.48839027,0.7619998,0.47041678,0.78632224,0.46629897
79,0.4126758,0.4587589,0.4046166,0.51405966,0.486885,0.45067275,0.46117744,0.5053607,0.47544867,0.45389795,0.45736814,0.4919277,0.54901934,0.47494546,0.5478779,0.5035353,0.6630211,0.47630715,0.66457874,0.49425822,0.771222,0.47642002,0.76367664,0.48248765
80,0.41413844,0.46769166,0.3952905,0.51249754,0.47581825,0.4632152,0.4344312,0.49528703,0.3720302,0.46122292,0.36526006,0.4666988,0.5425327,0.48225215,0.54063123,0.5125729,0.65704924,0.47912467,0.66185516,0.5126081,0.7666834,0.5106155,0.7628394,0.5093138
81,0.4069929,0.472975,0.40491483,0.5186771,0.46095708,0.4593259,0.46180046,0.51660526,0.49393976,0.47129664,0.50112563,0.50656587,0.55274236,0.4939669,0.54905415,0.5232238,0.6652704,0.48426145,0.66599643,0.53264374,0.76795906,0.47876394,0.7646911,0.55576915
82,0.43643922,0.48558494,0.41728103,0.52091914,0.516712,0.4871421,0.49071914,0.5073948,0.49324313,0.462535,0.48886564,0.46920967,0.56113434,0.5060984,0.55843014,0.5335612,0.65650946,0.4868939,0.6642527,0.5447271,0.7643677,0.48414132,0.7580905,0.5736426
83,0.4529934,0.49581164,0.43742988,0.5301183,0.53291446,0.4965297,0.5108956,0.51750815,0.50206405,0.47010073,0.49732846,0.48037884,0.58561087,0.5178168,0.5831318,0.5434513,0.6560166,0.4774961,0.67354965,0.5517172,0.769011,0.48469114,0.76054996,0.5856785
84,0.46622366,0.48992795,0.46006343,0.5339304,0.54348344,0.4872987,0.52841705,0.55094886,0.50491405,0.46378928,0.5219593,0.52789974,0.5959672,0.51313156,0.59351605,0.54084617,0.6707957,0.47209683,0.68177795,0.54633605,0.7861134,0.47540364,0.76350087,0.58487576
85,0.4578278,0.47465122,0.45309615,0.5263994,0.54067427,0.4694773,0.5246194,0.5458308,0.51652604,0.4708878,0.53383124,0.5298886,0.5890252,0.4920921,0.5867824,0.524804,0.6859298,0.46773434,0.67845464,0.54526055,0.8009396,0.4704428,0.76235616,0.5782205
86,0.44379187,0.46272346,0.44850773,0.5134195,0.5031914,0.45218956,0.51257145,0.53499925,0.518074,0.45751438,0.5385341,0.51938426,0.57693887,0.49563393,0.5771762,0.49259257,0.67725646,0.5317833,0.68820506,0.46805608,0.7763072,0.554888,0.7937084,0.47036558
87,0.42187917,0.45506713,0.42910114,0.51220506,0.50088245,0.44262213,0.50383586,0.5266603,0.5059558,0.4485166,0.533391,0.50918615,0.56064016,0.46423945,0.5588435,0.49783996,0.6805867,0.45756698,0.66881317,0.5123017,0.7980928,0.45752388,0.7803225,0.52610415
88,0.4331138,0.45225933,0.43863383,0.50878465,0.5094948,0.43814844,0.51762545,0.51733017,0.5199332,0.44821224,0.5389538,0.5017327,0.56105745,0.45693812,0.5625335,0.49082747,0.6809362,0.44437405,0.6798668,0.50389254,0.79858786,0.42856762,0.8007193,0.5105181
89,0.46910366,0.44813958,0.47524735,0.50319624,0.54007787,0.4343452,0.54113233,0.5098639,0.5613763,0.44647387,0.5682344,0.5043918,0.60341424,0.4500335,0.6041202,0.48138693,0.71405834,0.43082243,0.71762073,0.5021895,0.81840867,0.39349353,0.82662016,0.4968725
